about,prefLabel,altLabel,broader,facetaAcronimo,faceta
"ministerio.planejamento.orcamento.gestao,presidencia.republica;secretaria.estado.controle.transparencia","Ministério do Planejamento, Orçamento e Gestão; Presidência da República. Secretaria de Estado de Controle e Transparência",,,,
agencia.brasileira.inteligencia,"Agência Brasileira de Inteligência",,,,Federal::Executivo::Agência Brasileira de Inteligência
agencia.nacional.aviacao.civil,"Agência Nacional de Aviação Civil",ANAC,,ANAC – Agência Nacional de Aviação Civil,Federal::Executivo::Agência Nacional de Aviação Civil
agencia.nacional.energia.eletrica,"Agência Nacional de Energia Elétrica",ANEEL,,ANEEL – Agência Nacional de Energia Elétrica,Federal::Executivo::Agência Nacional de Energia Elétrica
comando.marinha,"Comando da Marinha",,,,Federal::Executivo::Comando da Marinha
fundacao.coordenacao.aperfeicoamento.pessoal.nivel.superior,"Fundação de Coordenação de Aperfeiçoamento de Pessoal de Nível Superior",CAPES,,CAPES – Fundação de Coordenação de Aperfeiçoamento de Pessoal de Nível Superior,Federal::Executivo::Fundação de Coordenação de Aperfeiçoamento de Pessoal de Nível Superior
ministerio.desenvolvimento.social.combate.fome,"Ministério do Desenvolvimento Social e Combate à Fome",MDS,,MDS – Ministério do Desenvolvimento Social e Combate à Fome,Federal::Executivo::Ministério do Desenvolvimento Social e Combate à Fome
ministerio.planejamento,"Ministério do Planejamento",,,,Federal::Executivo::Ministério do Planejamento
presidencia.republica;casa.civil;secretaria.administracao,"Presidência da República. Casa Civil. Secretaria de Administração",,#presidencia.republica;casa.civil,,Federal::Executivo::Presidência da República::Casa Civil::Secretaria de Administração
ministerio.administracao.federal.reforma.estado;secretaria.logistica.projetos.especiais,"Ministério da Administração Federal e Reforma do Estado. Secretaria de Logística e Projetos Especiais",,#ministerio.administracao.federal.reforma.estado,,Federal::Executivo::Ministério da Administração Federal e Reforma do Estado::Secretaria de Logística e Projetos Especiais
ministerio.desenvolvimento.social.combate.fome;secretaria.executiva,"Ministério do Desenvolvimento Social e Combate à Fome. Secretaria Executiva",,#ministerio.desenvolvimento.social.combate.fome,,Federal::Executivo::Ministério do Desenvolvimento Social e Combate à Fome::Secretaria Executiva
vice.presidencia.republica,"Vice-Presidência da República",,,,Federal::Executivo::Vice-Presidência da República
ministerio.planejamento.orcamento.gestao;secretaria.recursos.humanos;departamento.sistemas.controle.cadastro.pagamentos,"Ministério do Planejamento, Orçamento e Gestão. Secretaria de Recursos Humanos. Departamento de Sistemas e Controle de Cadastro e Pagamentos",,#ministerio.planejamento.orcamento.gestao;secretaria.recursos.humanos,,"Federal::Executivo::Ministério do Planejamento, Orçamento e Gestão::Secretaria de Recursos Humanos::Departamento de Sistemas e Controle de Cadastro e Pagamentos"
tribunal.regional.trabalho;vara.1,"Tribunal Regional do Trabalho. 1ª Vara",,#tribunal.regional.trabalho,,Federal::Judiciário::Tribunal Regional do Trabalho::1ª Vara
tribunal.regional.trabalho;vara.2,"Tribunal Regional do Trabalho. 2ª Vara",,#tribunal.regional.trabalho,,Federal::Judiciário::Tribunal Regional do Trabalho::2ª Vara
tribunal.regional.trabalho;vara.3,"Tribunal Regional do Trabalho. 3ª Vara",,#tribunal.regional.trabalho,,Federal::Judiciário::Tribunal Regional do Trabalho::3ª Vara
tribunal.regional.trabalho;vara.4,"Tribunal Regional do Trabalho. 4ª Vara",,#tribunal.regional.trabalho,,Federal::Judiciário::Tribunal Regional do Trabalho::4ª Vara
tribunal.regional.trabalho;vara.5,"Tribunal Regional do Trabalho. 5ª Vara",,#tribunal.regional.trabalho,,Federal::Judiciário::Tribunal Regional do Trabalho::5ª Vara
tribunal.regional.trabalho;vara.6,"Tribunal Regional do Trabalho. 6ª Vara",,#tribunal.regional.trabalho,,Federal::Judiciário::Tribunal Regional do Trabalho::6ª Vara
tribunal.regional.trabalho;vara.7,"Tribunal Regional do Trabalho. 7ª Vara",,#tribunal.regional.trabalho,,Federal::Judiciário::Tribunal Regional do Trabalho::7ª Vara
tribunal.regional.trabalho;vara.8,"Tribunal Regional do Trabalho. 8ª Vara",,#tribunal.regional.trabalho,,Federal::Judiciário::Tribunal Regional do Trabalho::8ª Vara
tribunal.regional.trabalho;vara.9,"Tribunal Regional do Trabalho. 9ª Vara",,#tribunal.regional.trabalho,,Federal::Judiciário::Tribunal Regional do Trabalho::9ª Vara
tribunal.regional.trabalho;vara.10,"Tribunal Regional do Trabalho. 10ª Vara",,#tribunal.regional.trabalho,,Federal::Judiciário::Tribunal Regional do Trabalho::10ª Vara
tribunal.regional.trabalho;vara.11,"Tribunal Regional do Trabalho. 11ª Vara",,#tribunal.regional.trabalho,,Federal::Judiciário::Tribunal Regional do Trabalho::11ª Vara
tribunal.regional.trabalho;vara.12,"Tribunal Regional do Trabalho. 12ª Vara",,#tribunal.regional.trabalho,,Federal::Judiciário::Tribunal Regional do Trabalho::12ª Vara
tribunal.regional.trabalho;vara.13,"Tribunal Regional do Trabalho. 13ª Vara",,#tribunal.regional.trabalho,,Federal::Judiciário::Tribunal Regional do Trabalho::13ª Vara
tribunal.regional.trabalho;vara.14,"Tribunal Regional do Trabalho. 14ª Vara",,#tribunal.regional.trabalho,,Federal::Judiciário::Tribunal Regional do Trabalho::14ª Vara
tribunal.regional.trabalho;vara.15,"Tribunal Regional do Trabalho. 15ª Vara",,#tribunal.regional.trabalho,,Federal::Judiciário::Tribunal Regional do Trabalho::15ª Vara
tribunal.regional.trabalho;vara.16,"Tribunal Regional do Trabalho. 16ª Vara",,#tribunal.regional.trabalho,,Federal::Judiciário::Tribunal Regional do Trabalho::16ª Vara
tribunal.regional.trabalho;presidencia,"Tribunal Regional do Trabalho. Presidência",,#tribunal.regional.trabalho,,Federal::Judiciário::Tribunal Regional do Trabalho::Presidência
tribunal.regional.trabalho;vice.presidencia,"Tribunal Regional do Trabalho. Vice-Presidência",,#tribunal.regional.trabalho,,Federal::Judiciário::Tribunal Regional do Trabalho::Vice-Presidência
tribunal.regional.trabalho;diretoria.geral,"Tribunal Regional do Trabalho. Diretoria Geral",DG,#tribunal.regional.trabalho,DG – Diretoria Geral,Federal::Judiciário::Tribunal Regional do Trabalho::Diretoria Geral
tribunal.regional.trabalho;corregedoria,"Tribunal Regional do Trabalho. Corregedoria",,#tribunal.regional.trabalho,,Federal::Judiciário::Tribunal Regional do Trabalho::Corregedoria
tribunal.regional.trabalho;recursos.humanos,"Tribunal Regional do Trabalho. Recursos Humanos",,#tribunal.regional.trabalho,,Federal::Judiciário::Tribunal Regional do Trabalho::Recursos Humanos
tribunal.regional.trabalho;desembargador,"Tribunal Regional do Trabalho. Desembargador",,#tribunal.regional.trabalho,,Federal::Judiciário::Tribunal Regional do Trabalho::Desembargador
tribunal.regional.trabalho;secao.dissidios.individuais,"Tribunal Regional do Trabalho. Seção de Dissídios Individuais",,#tribunal.regional.trabalho,,Federal::Judiciário::Tribunal Regional do Trabalho::Seção de Dissídios Individuais
tribunal.superior.trabalho;secao.administrativa,"Tribunal Superior do Trabalho. Seção Administrativa",,#tribunal.superior.trabalho,,Federal::Judiciário::Tribunal Superior do Trabalho::Seção Administrativa
fundacao.nacional.saude,"Fundação Nacional de Saúde",,,,Federal::Executivo::Fundação Nacional de Saúde
ministerio.trabalho.emprego;secretaria.inspecao.trabalho,"Ministério do Trabalho e Emprego. Secretaria de Inspeção do Trabalho",,#ministerio.trabalho.emprego,,Federal::Executivo::Ministério do Trabalho e Emprego::Secretaria de Inspeção do Trabalho
ministerio.planejamento.orcamento.gestao;secretaria.gestao.publica,"Ministério do Planejamento, Orçamento e Gestão. Secretaria de Gestão Pública",SEGEP,#ministerio.planejamento.orcamento.gestao,SEGEP – Secretaria de Gestão Pública,"Federal::Executivo::Ministério do Planejamento, Orçamento e Gestão::Secretaria de Gestão Pública"
ministerio.planejamento.orcamento.gestao;secretaria.gestao.publica;departamento.normas.procedimentos.judiciais.pessoal,"Ministério do Planejamento, Orçamento e Gestão. Secretaria de Gestão Pública. Departamento de Normas e Procedimentos Judiciais de Pessoal",,#ministerio.planejamento.orcamento.gestao;secretaria.gestao.publica,,"Federal::Executivo::Ministério do Planejamento, Orçamento e Gestão::Secretaria de Gestão Pública::Departamento de Normas e Procedimentos Judiciais de Pessoal"
ministerio.planejamento.orcamento.gestao;secretaria.gestao.publica;departamento.normas.procedimentos.judiciais.pessoal;coordenacao.geral.elaboracao.orientacao.consolidacao.normas,"Ministério do Planejamento, Orçamento e Gestão. Secretaria de Gestão Pública. Departamento de Normas e Procedimentos Judiciais de Pessoal. Coordenação-Geral de Elaboração, Orientação e Consolidação das Normas",,#ministerio.planejamento.orcamento.gestao;secretaria.gestao.publica;departamento.normas.procedimentos.judiciais.pessoal,,"Federal::Executivo::Ministério do Planejamento, Orçamento e Gestão::Secretaria de Gestão Pública::Departamento de Normas e Procedimentos Judiciais de Pessoal::Coordenação-Geral de Elaboração, Orientação e Consolidação das Normas"
"advocacia.geral.uniao,banco.central","Advocacia-Geral da União; Banco Central",,,,
"advocacia.geral.uniao;consultoria.geral.uniao,ministerio.planejamento.orcamento.gestao;secretaria.gestao.publica,ministerio.planejamento.orcamento.gestao;secretaria.orcamento.federal","Advocacia-Geral da União. Consultoria-Geral da União; Ministério do Planejamento, Orçamento e Gestão. Secretaria de Gestão Pública; Ministério do Planejamento, Orçamento e Gestão. Secretaria de Orçamento Federal",,,,
"advocacia.geral.uniao,ministerio.fazenda","Advocacia-Geral da União; Ministério da Fazenda",,,,
fundacao.escola.nacional.administracao.publica,"Fundação Escola Nacional de Administração Pública",ENAP,,ENAP – Fundação Escola Nacional de Administração Pública,Federal::Executivo::Fundação Escola Nacional de Administração Pública
ministerio.trabalho.previdencia.social,"Ministério do Trabalho e Previdência Social",,,,Federal::Executivo::Ministério do Trabalho e Previdência Social
ministerio.defesa;secretaria.controle.interno,"Ministério da Defesa. Secretaria de Controle Interno",,#ministerio.defesa,,Federal::Executivo::Ministério da Defesa::Secretaria de Controle Interno
ministerio.relacoes.exteriores;secretaria.controle.interno,"Ministério das Relações Exteriores. Secretaria de Controle Interno",,#ministerio.relacoes.exteriores,,Federal::Executivo::Ministério das Relações Exteriores::Secretaria de Controle Interno
tribunal.regional.trabalho;unidade.judiciaria.avancada,"Tribunal Regional do Trabalho. Unidade Judiciária Avançada",,#tribunal.regional.trabalho,,Federal::Judiciário::Tribunal Regional do Trabalho::Unidade Judiciária Avançada
tribunal.justica.distrito.federal.territorios;turma.criminal.3,"Tribunal de Justiça do Distrito Federal e dos Territórios. 3ª Turma Criminal",,#tribunal.justica.distrito.federal.territorios,,Distrital::Tribunal de Justiça do Distrito Federal e dos Territórios::3ª Turma Criminal
tribunal.regional.trabalho;turma.7,"Tribunal Regional do Trabalho. 7ª Turma",,#tribunal.regional.trabalho,,Tribunal Regional do Trabalho::7ª Turma
tribunal.regional.trabalho;turma.8,"Tribunal Regional do Trabalho. 8ª Turma",,#tribunal.regional.trabalho,,Tribunal Regional do Trabalho::8ª Turma
tribunal.regional.trabalho;turma.9,"Tribunal Regional do Trabalho. 9ª Turma",,#tribunal.regional.trabalho,,Tribunal Regional do Trabalho::9ª Turma
tribunal.regional.trabalho;turma.10,"Tribunal Regional do Trabalho. 10ª Turma",,#tribunal.regional.trabalho,,Tribunal Regional do Trabalho::10ª Turma
ministerio.planejamento.orcamento.gestao;secretaria.recursos.humanos;departamento.planejamento.estruturas.forca.trabalho,"Ministério do Planejamento, Orçamento e Gestão. Secretaria de Recursos Humanos. Departamento de Planejamento das Estruturas e da Força de Trabalho",,#ministerio.planejamento.orcamento.gestao;secretaria.recursos.humanos,,"Federal::Executivo::Ministério do Planejamento, Orçamento e Gestão::Secretaria de Recursos Humanos::Departamento de Planejamento das Estruturas e da Força de Trabalho"
ministerio.planejamento.orcamento.gestao;secretaria.recursos.humanos;departamento.desenvolvimento.desempenho.institucional,"Ministério do Planejamento, Orçamento e Gestão. Secretaria de Recursos Humanos. Departamento de Desenvolvimento e Desempenho Institucional",,#ministerio.planejamento.orcamento.gestao;secretaria.recursos.humanos,,"Federal::Executivo::Ministério do Planejamento, Orçamento e Gestão::Secretaria de Recursos Humanos::Departamento de Desenvolvimento e Desempenho Institucional"
