id,about,prefLabel,lang,altLabel,broader,facetaAcronimo,faceta
825,br:superior.tribunal.justica:processo;ag,Ag,pt-BR,"Agravo de Instrumento",#processo,Ag – Agravo de Instrumento,Processo
826,br:superior.tribunal.justica:processo;ag.rhc,Ag/RHC,pt-BR,"Agravo de Instrumento em RHC para STF",#processo,Ag/RHC – Agravo de Instrumento em RHC para STF,Processo
827,br:superior.tribunal.justica:processo;ag.rms,Ag/RMS,pt-BR,"Agravo de Instrumento em RMS para STF",#processo,Ag/RMS – Agravo de Instrumento em RMS para STF,Processo
828,br:superior.tribunal.justica:processo;agpres,AgPres,pt-BR,"Agravo de Instrumento para o Presidente",#processo,AgPres – Agravo de Instrumento para o Presidente,Processo
829,br:superior.tribunal.justica:processo;ag.re,Ag/RE,pt-BR,"Agravo de Instrumento para STF",#processo,Ag/RE – Agravo de Instrumento para STF,Processo
830,br:superior.tribunal.justica:processo;ac,AC,pt-BR,"Apelação Civel",#processo,AC – Apelação Civel,Processo
831,br:superior.tribunal.justica:processo;cr,CR,pt-BR,"Carta Rogatória",#processo,CR – Carta Rogatória,Processo
832,br:superior.tribunal.justica:processo;com,Com,pt-BR,Comunicação,#processo,Com – Comunicação,Processo
833,br:superior.tribunal.justica:processo;cat,CAt,pt-BR,"Conflito de Atribuição",#processo,CAt – Conflito de Atribuição,Processo
834,br:superior.tribunal.justica:processo;cc,CC,pt-BR,"Conflito de Competência",#processo,CC – Conflito de Competência,Processo
835,br:superior.tribunal.justica:processo;embexemc,EmbExeMC,pt-BR,"Embargo à Execução em Medida Cautelar",#processo,EmbExeMC – Embargo à Execução em Medida Cautelar,Processo
836,br:superior.tribunal.justica:processo;embexear,EmbExeAr,pt-BR,"Embargos à Execução em Ação Rescisória",#processo,EmbExeAr – Embargos à Execução em Ação Rescisória,Processo
837,br:superior.tribunal.justica:processo;embexems,EmbExeMS,pt-BR,"Embargos à Execução em Mandado de Segurança",#processo,EmbExeMS – Embargos à Execução em Mandado de Segurança,Processo
838,br:superior.tribunal.justica:processo;eag,EAg,pt-BR,"Embargos de Divergência em Agravo",#processo,EAg – Embargos de Divergência em Agravo,Processo
839,br:superior.tribunal.justica:processo;eresp,EREsp,pt-BR,"Embargos de Divergência em REsp",#processo,EREsp – Embargos de Divergência em REsp,Processo
840,br:superior.tribunal.justica:processo;erms,ERMS,pt-BR,"Embargos de Divergência em RMS",#processo,ERMS – Embargos de Divergência em RMS,Processo
841,br:superior.tribunal.justica:processo;eac,EAC,pt-BR,"Embargos Infringentes em AC",#processo,EAC – Embargos Infringentes em AC,Processo
842,br:superior.tribunal.justica:processo;ear,EAR,pt-BR,"Embargos Infringentes em AR",#processo,EAR – Embargos Infringentes em AR,Processo
843,br:superior.tribunal.justica:processo;exverd,ExVerd,pt-BR,"Exceção da Verdade",#processo,ExVerd – Exceção da Verdade,Processo
844,br:superior.tribunal.justica:processo;eximp,ExImp,pt-BR,"Exceção de Impedimento",#processo,ExImp – Exceção de Impedimento,Processo
845,br:superior.tribunal.justica:processo;exsusp,ExSusp,pt-BR,"Exceção de Suspeição",#processo,ExSusp – Exceção de Suspeição,Processo
846,br:superior.tribunal.justica:processo;exear,ExeAR,pt-BR,"Execução em Ação Rescisória",#processo,ExeAR – Execução em Ação Rescisória,Processo
847,br:superior.tribunal.justica:processo;exems,ExeMS,pt-BR,"Execução em Mandado de Segurança",#processo,ExeMS – Execução em Mandado de Segurança,Processo
848,br:superior.tribunal.justica:processo;exemc,ExeMC,pt-BR,"Execução em Medida Cautelar",#processo,ExeMC – Execução em Medida Cautelar,Processo
849,br:superior.tribunal.justica:processo;exese,ExeSE,pt-BR,"Execução em Sentença Estrangeira",#processo,ExeSE – Execução em Sentença Estrangeira,Processo
850,br:superior.tribunal.justica:processo;exesec,ExeSEC,pt-BR,"Execução em Sentença Estrangeira Contestada",#processo,ExeSEC – Execução em Sentença Estrangeira Contestada,Processo
851,br:superior.tribunal.justica:processo;hc,HC,pt-BR,"Habeas Corpus",#processo,HC – Habeas Corpus,Processo
852,br:superior.tribunal.justica:processo;hd,HD,pt-BR,"Habeas Data",#processo,HD – Habeas Data,Processo
853,br:superior.tribunal.justica:processo;idc,IDC,pt-BR,"Incidente de Deslocamento de Competência",#processo,IDC – Incidente de Deslocamento de Competência,Processo
854,br:superior.tribunal.justica:processo;inq,Inq,pt-BR,Inquérito,#processo,Inq – Inquérito,Processo
855,br:superior.tribunal.justica:processo;ij,IJ,pt-BR,"Interpelação Judicial",#processo,IJ – Interpelação Judicial,Processo
856,br:superior.tribunal.justica:processo;if,IF,pt-BR,"Intervenção Federal",#processo,IF – Intervenção Federal,Processo
857,br:superior.tribunal.justica:processo;mi,MI,pt-BR,"Mandado de Injunção",#processo,MI – Mandado de Injunção,Processo
858,br:superior.tribunal.justica:processo;ms,MS,pt-BR,"Mandado de Segurança",#processo,MS – Mandado de Segurança,Processo
859,br:superior.tribunal.justica:processo;mc,MC,pt-BR,"Medida Cautelar",#processo,MC – Medida Cautelar,Processo
860,br:superior.tribunal.justica:processo;nc,NC,pt-BR,Notícia-crime,#processo,NC – Notícia-crime,Processo
861,br:superior.tribunal.justica:processo;pet,Pet,pt-BR,Petição,#processo,Pet – Petição,Processo
862,br:superior.tribunal.justica:processo;prc,Prc,pt-BR,Precatório,#processo,Prc – Precatório,Processo
863,br:superior.tribunal.justica:processo;rcl,Rcl,pt-BR,Reclamação,#processo,Rcl – Reclamação,Processo
864,br:superior.tribunal.justica:processo;rhc,RHC,pt-BR,"Recurso em Habeas Corpus",#processo,RHC – Recurso em Habeas Corpus,Processo
865,br:superior.tribunal.justica:processo;rms,RMS,pt-BR,"Recurso em Mandado de Segurança",#processo,RMS – Recurso em Mandado de Segurança,Processo
866,br:superior.tribunal.justica:processo;resp,REsp,pt-BR,"Recurso Especial",#processo,REsp – Recurso Especial,Processo
867,br:superior.tribunal.justica:processo;ro,RO,pt-BR,"Recurso Ordinário",#processo,RO – Recurso Ordinário,Processo
868,br:superior.tribunal.justica:processo;rp,Rp,pt-BR,Representação,#processo,Rp – Representação,Processo
869,br:superior.tribunal.justica:processo;rpv,RPV,pt-BR,"Requisição de Pequeno Valor",#processo,RPV – Requisição de Pequeno Valor,Processo
870,br:superior.tribunal.justica:processo;rvcr,RvCr,pt-BR,"Revisão Criminal",#processo,RvCr – Revisão Criminal,Processo
871,br:superior.tribunal.justica:processo;se,SE,pt-BR,"Sentença Estrangeira",#processo,SE – Sentença Estrangeira,Processo
872,br:superior.tribunal.justica:processo;sec,SEC,pt-BR,"Sentença Estrangeira Contestada",#processo,SEC – Sentença Estrangeira Contestada,Processo
873,br:superior.tribunal.justica:processo;sd,Sd,pt-BR,Sindicância,#processo,Sd – Sindicância,Processo
874,br:superior.tribunal.justica:processo;sl,SL,pt-BR,"Suspensão de Liminar",#processo,SL – Suspensão de Liminar,Processo
875,br:superior.tribunal.justica:processo;sls,SLS,pt-BR,"Suspensão de Liminar e de Sentença",#processo,SLS – Suspensão de Liminar e de Sentença,Processo
876,br:superior.tribunal.justica:processo;ss,SS,pt-BR,"Suspensão de Segurança",#processo,SS – Suspensão de Segurança,Processo
877,br:superior.tribunal.justica:processo;sta,STA,pt-BR,"Suspensão de Tutela Antecipada",#processo,STA – Suspensão de Tutela Antecipada,Processo
878,br:superior.tribunal.justica:acordao;ac,AC,pt-BR,"Apelação Civel",#acordao,AC – Apelação Civel,Jurisprudência::Acórdão
879,br:superior.tribunal.justica:acordao;ag,Ag,pt-BR,"Agravo de Instrumento",#acordao,Ag – Agravo de Instrumento,Jurisprudência::Acórdão
880,br:superior.tribunal.justica:acordao;ag.ag,"Ag no Ag",pt-BR,"Agravo de Instrumento no Agravo de Instrumento",#acordao,Ag no Ag – Agravo de Instrumento no Agravo de Instrumento,Jurisprudência::Acórdão
881,br:superior.tribunal.justica:acordao;ag.agrg.ag,"Ag no AgRg no Ag",pt-BR,"Agravo de Instrumento no Agravo Regimental no Agravo de Instrumento",#acordao,Ag no AgRg no Ag – Agravo de Instrumento no Agravo Regimental no Agravo de Instrumento,Jurisprudência::Acórdão
882,br:superior.tribunal.justica:acordao;ag.agrg.resp,"Ag no AgRg no REsp",pt-BR,"Agravo de Instrumento no Agravo Regimental no Recurso Especial",#acordao,Ag no AgRg no REsp – Agravo de Instrumento no Agravo Regimental no Recurso Especial,Jurisprudência::Acórdão
883,br:superior.tribunal.justica:acordao;ag.resp,"Ag no REsp",pt-BR,"Agravo de Instrumento no Recurso Especial",#acordao,Ag no REsp – Agravo de Instrumento no Recurso Especial,Jurisprudência::Acórdão
884,br:superior.tribunal.justica:acordao;agret.ag,"AgRet no Ag",pt-BR,"Agravo Retido no Agravo de Instrumento",#acordao,AgRet no Ag – Agravo Retido no Agravo de Instrumento,Jurisprudência::Acórdão
885,br:superior.tribunal.justica:acordao;agret.edcl.agret.edcl.ag,"AgRet nos EDcl no AgRet nos EDcl no Ag",pt-BR,"Agravo Retido nos Embargos de Declaração no Agravo Retido nos Embargos de Declaração no Agravo de Instrumento",#acordao,AgRet nos EDcl no AgRet nos EDcl no Ag – Agravo Retido nos Embargos de Declaração no Agravo Retido nos Embargos de Declaração no Agravo de Instrumento,Jurisprudência::Acórdão
886,br:superior.tribunal.justica:acordao;agret.eresp,"AgRet nos EREsp",pt-BR,"Agravo Retido nos Embargos de Divergência em REsp",#acordao,AgRet nos EREsp – Agravo Retido nos Embargos de Divergência em REsp,Jurisprudência::Acórdão
887,br:superior.tribunal.justica:acordao;agrg.edcl.resp,"AgRg e EDcl no REsp",pt-BR,"Agravo Regimental e Embargos de Declaração no Recurso Especial",#acordao,AgRg e EDcl no REsp – Agravo Regimental e Embargos de Declaração no Recurso Especial,Jurisprudência::Acórdão
888,br:superior.tribunal.justica:acordao;agrg.ac,"AgRg na AC",pt-BR,"Agravo Regimental na Apelação Civel",#acordao,AgRg na AC – Agravo Regimental na Apelação Civel,Jurisprudência::Acórdão
889,br:superior.tribunal.justica:acordao;agrg.aia,"AgRg na AIA",pt-BR,"Agravo Regimental na Ação de Improbidade Administrativa",#acordao,AgRg na AIA – Agravo Regimental na Ação de Improbidade Administrativa,Jurisprudência::Acórdão
890,br:superior.tribunal.justica:acordao;agrg.apn,"AgRg na APn",pt-BR,"Agravo Regimental na Ação Penal",#acordao,AgRg na APn – Agravo Regimental na Ação Penal,Jurisprudência::Acórdão
891,br:superior.tribunal.justica:acordao;agrg.ar,"AgRg na AR",pt-BR,"Agravo Regimental na Ação Rescisória",#acordao,AgRg na AR – Agravo Regimental na Ação Rescisória,Jurisprudência::Acórdão
892,br:superior.tribunal.justica:acordao;agrg.cr,"AgRg na CR",pt-BR,"Agravo Regimental na Carta Rogatória",#acordao,AgRg na CR – Agravo Regimental na Carta Rogatória,Jurisprudência::Acórdão
893,br:superior.tribunal.justica:acordao;agrg.exems,"AgRg na ExeMS",pt-BR,"Agravo Regimental na Execução em Mandado de Segurança",#acordao,AgRg na ExeMS – Agravo Regimental na Execução em Mandado de Segurança,Jurisprudência::Acórdão
894,br:superior.tribunal.justica:acordao;agrg.eximp,"AgRg na ExImp",pt-BR,"Agravo Regimental na Exceção de Impedimento",#acordao,AgRg na ExImp – Agravo Regimental na Exceção de Impedimento,Jurisprudência::Acórdão
895,br:superior.tribunal.justica:acordao;agrg.exsusp,"AgRg na ExSusp",pt-BR,"Agravo Regimental na Exceção de Suspeição",#acordao,AgRg na ExSusp – Agravo Regimental na Exceção de Suspeição,Jurisprudência::Acórdão
896,br:superior.tribunal.justica:acordao;agrg.exverd,"AgRg na ExVerd",pt-BR,"Agravo Regimental na Exceção da Verdade",#acordao,AgRg na ExVerd – Agravo Regimental na Exceção da Verdade,Jurisprudência::Acórdão
897,br:superior.tribunal.justica:acordao;agrg.ij,"AgRg na IJ",pt-BR,"Agravo Regimental na Interpelação Judicial",#acordao,AgRg na IJ – Agravo Regimental na Interpelação Judicial,Jurisprudência::Acórdão
898,br:superior.tribunal.justica:acordao;agrg.mc,"AgRg na MC",pt-BR,"Agravo Regimental na Medida Cautelar",#acordao,AgRg na MC – Agravo Regimental na Medida Cautelar,Jurisprudência::Acórdão
899,br:superior.tribunal.justica:acordao;agrg.nc,"AgRg na NC",pt-BR,"Agravo Regimental na Notícia-crime",#acordao,AgRg na NC – Agravo Regimental na Notícia-crime,Jurisprudência::Acórdão
900,br:superior.tribunal.justica:acordao;agrg.pet,"AgRg na Pet",pt-BR,"Agravo Regimental na Petição",#acordao,AgRg na Pet – Agravo Regimental na Petição,Jurisprudência::Acórdão
901,br:superior.tribunal.justica:acordao;agrg.pet.mc,"AgRg na PET em MC",pt-BR,"Agravo Regimental na Petição em Medida Cautelar",#acordao,AgRg na PET em MC – Agravo Regimental na Petição em Medida Cautelar,Jurisprudência::Acórdão
902,br:superior.tribunal.justica:acordao;agrg.pet.ag,"AgRg na PET no Ag",pt-BR,"Agravo Regimental na Petição no Agravo de Instrumento",#acordao,AgRg na PET no Ag – Agravo Regimental na Petição no Agravo de Instrumento,Jurisprudência::Acórdão
903,br:superior.tribunal.justica:acordao;agrg.pet.ag.ag,"AgRg na PET no Ag no Ag",pt-BR,"Agravo Regimental na Petição no Agravo de Instrumento no Agravo de Instrumento",#acordao,AgRg na PET no Ag no Ag – Agravo Regimental na Petição no Agravo de Instrumento no Agravo de Instrumento,Jurisprudência::Acórdão
904,br:superior.tribunal.justica:acordao;agrg.pet.ag.re.agrg.eresp,"AgRg na PET no Ag no RE no AgRg nos EREsp",pt-BR,"Agravo Regimental na Petição no Agravo de Instrumento no Recurso Extraordinário no Agravo Regimental nos Embargos de Divergência em REsp",#acordao,AgRg na PET no Ag no RE no AgRg nos EREsp – Agravo Regimental na Petição no Agravo de Instrumento no Recurso Extraordinário no Agravo Regimental nos Embargos de Divergência em REsp,Jurisprudência::Acórdão
905,br:superior.tribunal.justica:acordao;agrg.pet.hc,"AgRg na PET no HC",pt-BR,"Agravo Regimental na Petição no Habeas Corpus",#acordao,AgRg na PET no HC – Agravo Regimental na Petição no Habeas Corpus,Jurisprudência::Acórdão
906,br:superior.tribunal.justica:acordao;agrg.pet.ms,"AgRg na PET no MS",pt-BR,"Agravo Regimental na Petição no Mandado de Segurança",#acordao,AgRg na PET no MS – Agravo Regimental na Petição no Mandado de Segurança,Jurisprudência::Acórdão
907,br:superior.tribunal.justica:acordao;agrg.pet.re.edcl.ag,"AgRg na PET no RE nos EDcl no Ag",pt-BR,"Agravo Regimental na Petição no Recurso Extraordinário nos Embargos de Declaração no Agravo de Instrumento",#acordao,AgRg na PET no RE nos EDcl no Ag – Agravo Regimental na Petição no Recurso Extraordinário nos Embargos de Declaração no Agravo de Instrumento,Jurisprudência::Acórdão
908,br:superior.tribunal.justica:acordao;agrg.pet.re.edcl.agrg.ag,"AgRg na PET no RE nos EDcl no AgRg no Ag",pt-BR,"Agravo Regimental na Petição no Recurso Extraordinário nos Embargos de Declaração no Agravo Regimental no Agravo de Instrumento",#acordao,AgRg na PET no RE nos EDcl no AgRg no Ag – Agravo Regimental na Petição no Recurso Extraordinário nos Embargos de Declaração no Agravo Regimental no Agravo de Instrumento,Jurisprudência::Acórdão
909,br:superior.tribunal.justica:acordao;agrg.pet.re.edcl.agrg.rms,"AgRg na PET no RE nos EDcl no AgRg no RMS",pt-BR,"Agravo Regimental na Petição no Recurso Extraordinário nos Embargos de Declaração no Agravo Regimental no Recurso em Mandado de Segurança",#acordao,AgRg na PET no RE nos EDcl no AgRg no RMS – Agravo Regimental na Petição no Recurso Extraordinário nos Embargos de Declaração no Agravo Regimental no Recurso em Mandado de Segurança,Jurisprudência::Acórdão
910,br:superior.tribunal.justica:acordao;agrg.pet.resp,"AgRg na PET no REsp",pt-BR,"Agravo Regimental na Petição no Recurso Especial",#acordao,AgRg na PET no REsp – Agravo Regimental na Petição no Recurso Especial,Jurisprudência::Acórdão
911,br:superior.tribunal.justica:acordao;agrg.pet.rms,"AgRg na PET no RMS",pt-BR,"Agravo Regimental na Petição no Recurso em Mandado de Segurança",#acordao,AgRg na PET no RMS – Agravo Regimental na Petição no Recurso em Mandado de Segurança,Jurisprudência::Acórdão
912,br:superior.tribunal.justica:acordao;agrg.rcdesp.mc,"AgRg na RCDESP na MC",pt-BR,"Agravo Regimental na Reconsideração de Despacho na Medida Cautelar",#acordao,AgRg na RCDESP na MC – Agravo Regimental na Reconsideração de Despacho na Medida Cautelar,Jurisprudência::Acórdão
913,br:superior.tribunal.justica:acordao;agrg.rcdesp.pet,"AgRg na RCDESP na Pet",pt-BR,"Agravo Regimental na Reconsideração de Despacho na Petição",#acordao,AgRg na RCDESP na Pet – Agravo Regimental na Reconsideração de Despacho na Petição,Jurisprudência::Acórdão
